Type;Reference;DOI
Literature;Lunde, G.  & Lunde, S. Undersøkelser Over Forekomsten Av Carrageen. Fiskeridirektoratets Skr., Ser. Havundersøk, 5, 6-19 (1938);
Literature;Morán, E. Descripción De Las Comunidades Dominadas Por Macroalgas En La Costa De Asturias. Departamento De Biología De Organismos Y Sistemas. Universidad De Oviedo (1994);
Literature;Nervold, G. Makroalgesamfunn I Littoralsonen På Fem Lokaliteter I Troms – Endringer Langs En Eksponeringsgradient Og Endringer De Siste 25 År. Mastergradsoppgave I Biologi – Studieretning Marinøkologi. (2008);
Literature;Ness, T. Natur, Friluftsliv Og Kulturminner. Rapport Fra Arbeidsgruppen For Miljø- Og Verneinteresser Ved Rullering Av Kommuneplan Arealdel. Hammerfest Kommune. (2009);
Literature;Perez-Cirera, J. L.  Notas Sobre La Vegetación Ficológica Bentónica De La Ria De Cedeira (no. De España).  Anal. Inst. Bot. Cavanilles, 32, 161-171 (1975);
Literature;Toxopeus, J., Kozera, C., O’leary, S. & Garbary, D. A Reclassification Of Mycophycias Ascophylli (ascomycota) Based On Nuclear Large Ribosomal Subunit Dna Sequences. Bot. Mar. 54: 3,  (2011) ;10.1515ot.2011.032
Literature;Troncoso J. S., Sibaja-Cordero J. A. Spatial Pattern Of Vertical Zonation Of Rocky Shore Organisms And The Influence Of Ocean Exposure At The Islas Cíes (NW Spain). J. Oceanogr. Mar. Sci. 2, 23-31 (2011) ;
Literature;Tveranger, B., Eilertsen, M., Brekke, E. & Johnsen, G. H. Resipientundersøkelse I Sjøområdene Utenfor Marine Harvest Norway As Avdeling Haukå I Flora Kommune Sommeren 2011. Rådgivende Biologer, N1513. (2011);
Literature;Veiga, P. Caracterización De La Flora Y Vegetación Bentónica Marina Intermareal Y De Su Riqueza En Recursos Explotables En Las Rías Baixas Gallega (no. Península Ibérica). Thesis, Universidad da Coruña. (1999);
Literature;Veiga, J. , Cremandes, J. & Bárbara I. A Catalogue Of The Marine Benthic Algae Of The Sisargas Islands (n.w. Iberian Peninsula, Spain). Bol. Mus. Mun. Funchal 5: 481-493. (1998);
Literature;Velvein, E. A. Marin Resipientundersøkelse Ved Kommunale Avløp I Harstad. Akvaplan-niva As. Rapport Apn 412.3762. (2007);
Literature;Voskoboinikov, T.,  Makarov, M. V., Ryzhik, I. V., Stepanyan, O. V. Changes In Macrophytes From The Barents Sea Littoral Affected By The Oil. Artic Shelf Oil And Gas Conference 2004 (2004);
Literature;Walford, L. & Smith, G. Marine Algae Of The Monterey Peninsula, California. Copeia 1944: 3, 195 (2006) ;10.2307/1437833
Literature;Nathaniel, L. G. New Species Of Melanophyceae From The Pacific Coast Of North America University Of California Publications In Botany, 19: 8, 267-271 (1940) ;
Literature;Gaylord, B., Blanchette, C. & Denny, M. Mechanical Consequences Of Size In Wave-swept Algae. Ecol. Monogr. 64: 3, 287-313 (2006) ;10.2307/2937164
Literature;McGary, C. A Long Term Comparison Of Rocky Intertidal Communities In Redwood National And State Parks. Master Thesis, Humboldt State University (2005);
Literature;Blanchette, C. A. The Effects Of Biomechanical And Ecological Factors On Population And Community Structure Of Wave-exposed, Intertidal Macroalgae, PhD Thesis, Oregon State University (1995);
Literature;Ammann K. N., Raimondi P. T., Lohse D.  Monitoring of rocky intertidal communities of Redwood National and State Parks, California: 2009 Annual Report. Natural Resource Technical Report NPS/KLMN/NRTR—2012/521. National Park Service, Fort Collins, Colorado (2012);
Literature;Van Alstyne, K., Mccarthy Iii, J., Hustead, C. & Duggins, D. Geographic Variation In Polyphenolic Levels Of Northeastern Pacific Kelps And Rockweeds. Mar. Biol. 133: 2, 371-379 (2002) ;10.1007/s002270050476
Literature;Silva, P. C. The Benthic Algal Flora Of Central San Francisco Bay. In T.J. Conomos (ed.), San Francisco Bay: The Urbanized Estuary. San Francisco: Pacific Division, American Association For The Advancement Of Science. 287-345 (1979);
Literature;Paul, C. S. Distribution Of California Seaweeds Fremontia - A Journal Of The California Native Plant Society, 32, 34. (2004);10.2307/1224410
Literature;Scrosati, R. & Dewreede, R. The Impact Of Frond Crowding On Frond Bleaching In The Clonal Intertidal Alga Mazzaella Cornucopiae (rhodophyta, Gigartinaceae) From British Columbia, Canada. J. Phycol. 34: 2, 228-232 (2003) ;10.1046/j.1529-8817.1998.340228.x
Literature;Jr., R., Finley, J., Patten, B., Stefani, D. & Denike, E. Interagency Investigations Of A Persistent Oil Spill On The Washington Coast: Animal Population Studies, Hydrocarbon Uptake By Marine Organisms, And Algae Response Following The Grounding Of The Troopship General M. C. Meigs. International Oil Spill Conference Proceedings 1973: 1, 793-808 (2013) ;10.7901/2169-3358-1973-1-793
Literature;Dunmore, R. A. Demography Of Early Life Stages Of Habitat-forming Intertidal Fucoid Algae. Phd Thesis, University Of Canterbury (2006);
Literature;Sparling, S. & Sparling, S. Recent Records Of Marine Algae In San Luis Obispo County, California. Phycologia 10: 2-3, 235-240 (2010) ;10.2216/i0031-8884-10-2-235.1
Literature;Rico, E. Distribución De Los Elmidae (coleoptera: Dryopoidea) En La Península Ibérica E Islas Baleares. Graellsia. 52, 115-147. (2011);
Literature;Veiga, J. , Cremandes J. & Bárbara I. A Catalogue Of The Marine Benthic Algae Of The Sisargas Islands (n.w. Iberian Peninsula, Spain). Bol. Mus. Mun. Funchal. 5, 481-493 (1998);
Literature;Silberfeld, T., Leigh, J., Verbruggen, H., Cruaud, C., De Reviers, B. & Rousseau, F. A Multi-locus Time-calibrated Phylogeny Of The Brown Algae (heterokonta, Ochrophyta, Phaeophyceae): Investigating The Evolutionary Nature Of The “brown Algal Crown Radiation”. Mol. Phylogenet. Evol. 56: 2, 659-674 (2010) ;10.1016/j.ympev.2010.04.020
Literature;Araújo, R., Bárbara, I., Tibaldo, M., Berecibar, E., Tapia, P., Pereira, R., Santos, R. & Pinto, I. Checklist Of Benthic Marine Algae And Cyanobacteria Of Northern Portugal. Bot. Mar. 52: 1,  (2009) ;10.1515ot.2009.026
Literature;Gorostiaga, J., Santolaria, A., Secilla, A., Casares, C. & Díez I. Check-list Of The Basque Coast Benthic Algae (north Of Spain). Anales Del Jardín Botánico De Madrid. 62, 155-180. (2004);
Literature;Ould-ahmed, N., Gómez Garreta, A., Ribera Siguan, M. & Bouguedoura, N. Checklist Of The Benthic Marine Macroalgae From Algeria. I. Phaeophyceae. Anales del Jardín Botánico de Madrid 70: 2, 136-143 (2016) ;10.3989/ajbm.2349
Literature;Perret-Boudouresque, M. & Seridi, H. Inventaire Des Algues Marines Benthiques D’algérie. Gis Posidonie, Marseille, France (1989);
Literature;Marino, G., Pizzuto, F. & Serio, D. Osservazioni Preliminari Su Un Popolamento A Phyllariopsis Brevipes (c. Agardh) Henry & South Di Punta Tavernara (penisola Della Maddalena, Siracusa). In Biologia Marina Mediterranea, 6, 394-398 (1998);
Literature;Piazzi K., Pardi G., Cinelli F.  Osservazioni Floristiche E Corologiche Su Un Popolamento A Phyllariopsis Brevipes (c. Agardh) Henry, South Della Secca Di Cala Scirocco (isola Di Gorgona. Arcipelago Toscano). Boll. Acc. Gioenia Sci. Nat. Catania, 28, 455-470 (1995);
Literature; Zampino D.,  Di Martino V.  Presentazione Cartografica Dei Popolamenti A Laminariales Dello Stretto Di Messina. Biol. Mar. Medit. 7, 599-602 (2000);
Literature;Pérez-ruzafa, A., Hegazi, M., Pérez-ruzafa, I. & Marcos, C. Differences In Spatial And Seasonal Patterns Of Macrophyte Assemblages Between A Coastal Lagoon And The Open Sea. Mar. Environ. Res. 65: 4, 291-314 (2007) ;10.1016/j.marenvres.2007.11.008
Literature;Vela, A., Pasqualini, V., Leoni, V., Djelouli, A., Langar, H., Pergent, G., Pergent-martini, C., Ferrat, L., Ridha, M. & Djabou, H. Use Of Spot 5 And Ikonos Imagery For Mapping Biocenoses In A Tunisian Coastal Lagoon (mediterranean Sea). Estuarine Coastal Shelf Sci. 79: 4, 591-598 (2008) ;10.1016/j.ecss.2008.05.014
Literature;Allen, J. & Griffiths, C. The Fauna And Flora Of A Kelp Bed Canopy. S. Afr. J. Zool. 16: 2, 80-84 (2015) ;10.1080/02541858.1981.11447737
Literature;Sandra, C. L. An Annotated Bibliography Of The Benthic Marine Algae Of Alaska , Alaska Department Of Fish And Game, Technical Data Report. 31. (1997);
Literature;Arconada, B., Delgado, P. & García, Á. Minimizing Environmental Risks On Constructing Marine Pipelines: Aguilas Desalination Plant. Desalin. Water Treat. 51: 1-3, 246-261 (2012) ;10.1080/19443994.2012.714862
Literature;Boudouresque, C., Bernard, G., Pergent, G., Shili, A. & Verlaque, M. Regression Of Mediterranean Seagrasses Caused By Natural Processes And Anthropogenic Disturbances And Stress: A Critical Review. Bot. Mar. 52: 5,  (2009) ;10.1515ot.2009.057
Literature;Ceccherelli, G. & Cinelli, F. A Pilot Study Of Nutrient Enriched Sediments In A Cymodocea Nodosa Bed Invaded By The Introduced Alga Caulerpa Taxifolia. Bot. Mar. 42: 4,  (2004) ;10.1515ot.1999.047
Literature;Russo, G. F., Donato, R. & Stefano F. Gli Habitat Sottomarini Delle Coste Della Campania Biology Italiani. 6, 37-56. (2008);
Literature;Gargouri-ben, A., Souissi, R., Soussi, M., Abdeljaouad, S. & Zouari, K. Sedimentary Dynamics And Ecological State Of Nakta Tidal Flat (littoral), South Of Sfax, Gulf Of Gabès, Tunisia). Chin. J. Geochem. 26: 3, 244-251 (2007) ;10.1007/s11631-007-0244-y
Literature;Guidetti, P., Lorenti, M., Buia, M. & Mazzella, L. Temporal Dynamics And Biomass Partitioning In Three Adriatic Seagrass Species: Posidonia Oceanica, Cymodocea Nodosa, Zostera Marina. Mar. Ecol. Prog. Ser. 23: 1, 51-67 (2003) ;10.1046/j.1439-0485.2002.02722.x
Literature;Fourqurean, J., Marbà, N., Duarte, C., Diaz-almela, E. & Ruiz-halpern, S. Spatial And Temporal Variation In The Elemental And Stable Isotopic Content Of The Seagrasses Posidonia Oceanica And Cymodocea Nodosa From The Illes Balears, Spain. Mar. Biol. 151: 1, 219-232 (2006) ;10.1007/s00227-006-0473-3
Literature;Koce, J. D., Vilhar, B., Bohanec, B. & Dermastia M. Genome Size Of Adriatic Seagrasses. Aquatic Botany, 77, 17-25. (2003);doi:10.1016/S0304-3770(03)00072-X
Literature;Díaz, N. J., Cerezo, B. I. & Caudrado, J. A. Seguimiento De La Pradera De Posidonia Oceanica Rnc Islas Chafarinas. RNC ISLAS CHAFARIANAS. (2009);
Literature;Kalogirou, S., Corsini-foka, M., Sioulas, A., Wennhage, H. & Pihl, L. Diversity, Structure And Function Of Fish Assemblages Associated With Posidonia Oceanica Beds In An Area Of The Eastern Mediterranean Sea And The Role Of Non-indigenous Species. J. Fish Biol. 77: 10, 2338-2357 (2010) ;10.1111/j.1095-8649.2010.02817.x
Literature;Kiparissis, S., Fakiris, E., Papatheodorou, G., Geraga, M., Kornaros, M., Kapareliotis, A. & Ferentinos, G. Illegal Trawling And Induced Invasive Algal Spread As Collaborative Factors In A Posidonia Oceanica Meadow Degradation. Biol. Invasions 13: 3, 669-678 (2010) ;10.1007/s10530-010-9858-9
Literature;Piazzi, L., Acunto, S. & Cinelli, F. Mapping Of Posidonia Oceanica Beds Around Elba Island (western Mediterranean) With Integration Of Direct And Indirect Methods. Oceanolog. Acta 23: 3, 339-346 (2002) ;10.1016/s0399-1784(00)00132-8
Literature;Montefalcone, M., Morri, C., Peirano, A., Albertelli, G. & Bianchi, C. Substitution And Phase Shift Within The Posidonia Oceanica Seagrass Meadows Of Nw Mediterranean Sea. Estuarine Coastal Shelf Sci. 75: 1-2, 63-71 (2007) ;10.1016/j.ecss.2007.03.034
Literature;Zakhama-sraieb, R., Sghaier, Y. & Charfi-cheikhrouha, F. Community Structure Of Amphipods On Shallow Posidonia Oceanica Meadows Off Tunisian Coasts. Helgoland Mar. Res. 65: 2, 203-209 (2010) ;10.1007/s10152-010-0216-1
Literature;Guzinski, J., Mauger, S., Cock, J. & Valero, M. Characterization Of Newly Developed Expressed Sequence Tag-derived Microsatellite Markers Revealed Low Genetic Diversity Within And Low Connectivity Between European Saccharina Latissima Populations. J. Appl. Phycol. 28: 5, 3057-3070 (2016) ;10.1007/s10811-016-0806-7
Literature;Moy, F. & Christie, H. Large-scale Shift From Sugar Kelp (saccharina Latissima) To Ephemeral Algae Along The South And West Coast Of Norway. Mar. Biol. Res. 8: 4, 309-321 (2012) ;10.1080/17451000.2011.637561
Literature;Norton, T. & Norton, T. Experiments On The Factors Influencing The Geographical Distributions Of Saccorhiza Polyschides And Saccorhiza Dermatodea. New Phytol. 78: 3, 625-635 (2006) ;10.1111/j.1469-8137.1977.tb02167.x
Literature;Assis, J., Coelho, N., Lamy, T., Valero, M., Alberto, F. & Serrão, E. Deep Reefs Are Climatic Refugia For Genetic Diversity Of Marine Forests. J. Biogeogr. 43: 4, 833-844 (2015) ;10.1111/jbi.12677
Literature;Assis, J., Castilho Coelho, N., Alberto, F., Valero, M., Raimondi, P., Reed, D. & Alvares Serrão, E. High And Distinct Range-edge Genetic Diversity Despite Local Bottlenecks. PLoS ONE 8: 7, e68646 (2013) ;10.1371/journal.pone.0068646
Literature;Izquierdo, J., Gallardo, T. & Pérez-Ruzafa, I. Mapas de distribución de algas marinas de la Península Ibérica. IX. Saccorhiza polyschides (Lightf.) Batt. y Chorda filum (L.) Stackh. (Laminariales, Fucophyceae). Bot. Complutensis 20, 105-115 (1995). ;10.5209/rev_bocm.2011.v35.16
Literature;Margalet, J. & Navarro, M. Mapas de distribución de algas marinas de la Península Ibérica. I. Bifurcaria bifurcata R. Ross y Halidrys siliquosa (L.) Lyngb. Botanica Complutensis 16, 99-107 (1990).;
Literature;Chen, E. A. Antibacterial And Antifungal Activity Of Ten Red And Brown Algae From Fujian Coast, Journal Of Fujian Normal Univeristy (natural Science), 10:7579. (1984);
Literature;Yu, Y., Zhang, Q., Tang, Y., Zhang, S., Lu, Z., Chu, S. & Tang, X. Establishment Of Intertidal Seaweed Beds Of Sargassum Thunbergii Through Habitat Creation And Germling Seeding. Ecol. Eng. 44: 10-17 (2012) ;10.1016/j.ecoleng.2012.03.016
Literature;Liu, E. A. Preliminary Study On The Benthic Algae In The Intertidal Region Of Muguan Island, Transactions Of Oceanology And Limnology. 1,8086. (1995);
Literature;Quan, E. A. Growth And Carbon Sequestration Rate Of Wild Sargassum Thunbergii From Different Sources, Chinese Agricultural Science Bulletiin. 30,7982. (2014);
Literature;Wang, E. A. Aflp Analysis In Populations Of Sargassum Thunbergii Along China Coast, Biotechnology Bulletini, Suppl. 277279. (2009);
Literature;Yi, E. A. Aflp Analysis Of Genetic Diversity In Six Wild Populations Of Sargassum Thunbergii, Journal Of Fishery Sciences Of China. 17,922929. (2010);
Literature;Yu, L., Zhang, E., Chen, J. & Xiao, X. Studies On Polysaccharides From Algae - III. Separation and Purification of Polysaccharides from Sargassum thunbergii and Sargassum horneri. Journal Of Shantou Univeristy (Natural Science), 5:5560 (in Chinese With English Abstract) (1990);
Literature;Zhang, Y., Chen, C., Zhong, Y. & Hu, J. A preliminary study on the ecology of the intertidal zone along the coast of southern Fujian Province, China. I. The rochy tidal zone. Journal of Xiamen Fisheries College 12, 27-34 (1990).;
Literature;Zheng, Y. & Chen, Z. The seasonal growth and reproduction of Sargassum thunbergii (Phaeophyta) in Pingtan island, Fujian province. J. Fujian Norm. Univ. 9: 1, 81-85 (in Chinese With English Abstract) (1993).;
Literature;Blanchette, C., Melissa Miner, C., Raimondi, P., Lohse, D., Heady, K. & Broitman, B. Biogeographical Patterns Of Rocky Intertidal Communities Along The Pacific Coast Of North America. J. Biogeogr. 35: 9, 1593-1607 (2008).;10.1111/j.1365-2699.2008.01913.x
Literature;Kroff, D., Maddock, A. & Gard, D. Microtubule distribution and function in early Pelvetia development. J. Cell Sci. 97, 545-552 (1990).;
Literature;Alexandrova, Y. & Reunov, A. The oogonia of macroalga Undaria pinnatifida are alkaline-phosphatase positive and contain germinal body-like structures. J. Phycol. 44: 3, 712-715 (2008).;10.1111/j.1529-8817.2008.00514.x
Literature;Arenas, F., Bishop, J., Carlton, J., Dyrynda, P., Farnham, W., Gonzalez, D., Jacobs, M., Lambert, C., Lambert, G., Nielsen, S., Pederson, J., Porter, J., Ward, S. & Wood, C. Alien species and other notable records from a rapid assessment survey of marinas on the south coast of England. J. Mar. Biol. Assoc. U.K. 86: 6, 1329-1337 (2006).;10.1017/s0025315406014354
Literature;Carvalho, M., Hayashizaki, K. & Ogawa, H. Environment determines nitrogen content and stable isotope Composition in the sporophyte of Undaria Pinnatifida (Harvey) Suringar. J. Appl. Phycol. 20: 5, 695-703 (2008).;10.1007/s10811-007-9271-7
Literature;Casas, G., Scrosati, R. & Luz Piriz, M. The Invasive Kelp Undaria Pinnatifida (Phaeophyceae, Laminariales) Reduces Native Seaweed Diversity In Nuevo Gulf (Patagonia, Argentina). Biol. Invasions 6: 4, 411-416 (2004).;10.1023:binv.0000041555.29305.41
Literature;Cecere, E., Petrocelli, A. & Saracino, O. Undaria pinnatifida (Fucophyceae, Laminariales) Spread in the central Mediterranean: its occurrence in the Mar Piccolo of Taranto (Ionian Sea, Southern Italy). Cryptogamie Algol. 21: 3, 305-309 (2000).;10.1016/s0181-1568(00)00113-6
Literature;Choi, H., Kim, Y., Lee, S., Park, E. & Nam, K. Effects of daylength, irradiance and settlement density on the growth and reproduction of Undaria pinnatifida gametophytes. J. Appl. Phycol. 17: 5, 423-430 (2005).;10.1007/s10811-005-0432-2
Literature;Choi, J., Lee, B., An, S., Sohn, J., Cho, K. & Choi, I. Simple freezing and thawing protocol for long-term storage of harvested fresh Undaria pinnatifida. Fisheries Sci. 78: 5, 1117-1123 (2012).;10.1007/s12562-012-0529-x
Literature;Cremades Ugarte, J., Freire Gago, Ó. & Peteiro García, C. Biología, distribución e integración del alga alóctona Undaria pinnatifida (Laminariales, Phaeophyta) en las comunidades bentónicas de las costas de Galicia (NW de la Península Ibérica). Anales Jard. Bot. Madrid 63, 2: 169-187 (2006).;10.3989/ajbm.2006.v63.i2.6
Literature;De Carvalho, M., Hayashizaki, K. & Ogawa, H. Temperature Effect On Carbon Isotopic Discrimination By Undaria Pinnatifida (phaeophyta) In A Closed Experimental System1. J. Phycol. 46: 6, 1180-1186 (2010) ;10.1111/j.1529-8817.2010.00895.x
Literature;Dean, P. & Hurd, C. Seasonal Growth, Erosion Rates, And Nitrogen And Photosynthetic Ecophysiology Ofundaria Pinnatifida(heterokontophyta) In Southern New Zealand1. J. Phycol. 43: 6, 1138-1148 (2008) ;10.1111/j.1529-8817.2007.00416.x
Literature;Dellatorre, F., Amoroso, R., Saravia, J. & Orensanz, L. Rapid Expansion And Potential Range Of The Invasive Kelp Undaria Pinnatifida In The Southwest Atlantic. Aquat. Invasions 9: 4, 467-478 (2014) ;10.3391/ai.2014.9.4.05
Literature;Endo, H., Park, E., Sato, Y., Mizuta, H. & Saga, N. Intraspecific Diversity Of Undaria Pinnatifida (harvey) Suringar (laminariales, Phaeophyta) From Japan, China And Korea, Based On The Cox1 Gene And Its2 Sequences. Fish. Sci. (Tokyo, Jpn.) 75: 2, 393-400 (2009) ;10.1007/s12562-008-0050-4
Literature;Floch, J., Pajot, R. & Mouret, V. Undaria Pinnatifida (laminariales, Phaeophyta) 12 Years After Its Introduction Into The Atlantic Ocean. Hydrobiologia 326-327: 1, 217-222 (2004) ;10.1007f00047810
Literature;Fung, A., Hamid, N. & Lu, J. Fucoxanthin Content And Antioxidant Properties Of Undaria Pinnatifida. Food Chem. 136: 2, 1055-1062 (2012) ;10.1016/j.foodchem.2012.09.024
Literature;Gao, X., Endo, H., Taniguchi, K. & Agatsuma, Y. Genetic Differentiation Of High-temperature Tolerance In The Kelp Undaria Pinnatifida Sporophytes From Geographically Separated Populations Along The Pacific Coast Of Japan. J. Appl. Phycol. 25: 2, 567-574 (2012) ;10.1007/s10811-012-9891-4
Literature;Gao, X., Endo, H., Taniguchi, K. & Agatsuma, Y. Effects Of Experimental Thinning On The Growth And Maturation Of The Brown Alga Undaria Pinnatifida (laminariale., Phaeophyta) Cultivated In Matsushima Bay, Northern Japan. J. Appl. Phycol. 26: 1, 529-535 (2013) ;10.1007/s10811-013-0071-y
Literature;Geange, S., Powell, A., Clemens-seely, K. & Cárdenas, C. Sediment Load And Timing Of Sedimentation Affect Spore Establishment In Macrocystis Pyrifera And Undaria Pinnatifida. Mar. Biol. 161: 7, 1583-1592 (2014) ;10.1007/s00227-014-2442-6
Literature;Grulois, D. & Lévêque, L. & Viard, F. Mosaic Genetic Structure And Sustainable Establishment Of The Invasive Kelp Undaria Pinnatifida Within A Bay (bay Of St-malo, Brittany). Cahiers De Biologie Marine, 52, 485–498. (2011);
Literature;Henkel, S. & Hofmann, G. Thermal Ecophysiology Of Gametophytes Cultured From Invasive Undaria Pinnatifida (harvey) Suringar In Coastal California Harbors. J. Exp. Mar. Biol. Ecol. 367: 2, 164-173 (2008) ;10.1016/j.jembe.2008.09.010
Literature;Henkel, S. & Hofmann, G. Differing Patterns Of Hsp70 Gene Expression In Invasive And Native Kelp Species: Evidence For Acclimation-induced Variation. J. Appl. Phycol. 20: 5, 915-924 (2007) ;10.1007/s10811-007-9275-3
Literature;Henkel, S., Kawai, H. & Hofmann, G. Interspecific And Interhabitat Variation In Hsp70 Gene Expression In Native And Invasive Kelp Populations. Mar. Ecol. Prog. Ser. 386: 1-13 (2009) ;10.3354/meps08047
Literature;Heo, J., Park, S., Yoo, H., Song, J., Kim, B. & Choi, H. Macroalgal Community Structure On The Rocky Shores Of Ongdo, Jusamdo, And Woejodo Islands Of The Yellow Sea, Korea. Fisheries and aquatic sciences 14: 4, 389-397 (2012) ;10.5657/fas.2011.0389
Literature;Hiraoka, H., Morita, S., Gotou, Y., Hattori, S., Ishikawa, T. & Okano, K. Confirming The Authenticity Of The Geographical Origin Of Naruto Dried Wakame Undaria Pinnatifida Using Stable Nitrogen Isotope Ratios. Fish. Sci. (Tokyo, Jpn.) 80: 3, 635-642 (2014) ;10.1007/s12562-014-0733-y
Literature;Hwang, J., Islam, M., Ahmed, S., Mun, H., Kim, G., Kim, Y. & Yang, C. Seamustard (&l.,i&g.,undaria Pinnatifida&l.,/i&g.,) Improves Growth, Immunity, Fatty Acid Profile And Reduces Cholesterol In Hanwoo Steers. Asian-Australasian Journal of Animal Sciences 27: 8, 1114-1123 (2014) ;10.5713/ajas.2014.14072
Literature;Irigoyen, A., Eyras, C. & Parma, A. Alien Algae Undaria Pinnatifida Causes Habitat Loss For Rocky Reef Fishes In North Patagonia. Biol. Invasions 13: 1, 17-24 (2010) ;10.1007/s10530-010-9780-1
Literature;Kang, Y., Hwang, J., Chung, I. & Park, S. Development Of A Seaweed Species-selection Index For Successful Culture In A Seaweed-based Integrated Aquaculture System. J. Ocean Univ. Chin. 12: 1, 125-133 (2012) ;10.1007/s11802-013-1928-z
Literature;Kawai, H., Kitamura, A., Mimura, M., Mimura, T., Tahara, T., Aida, D., Sato, K. & Sasaki, H. Radioactive Cesium Accumulation In Seaweeds By The Fukushima 1 Nuclear Power Plant Accident—two Years’ Monitoring At Iwaki And Its Vicinity. J. Plant Res. 127: 1, 23-42 (2013) ;10.1007/s10265-013-0603-1
Literature;Kelly, R., Lundy, M., Mineur, F., Harrod, C., Maggs, C., Humphries, N., Sims, D. & Reid, N. Historical Data Reveal Power-law Dispersal Patterns Of Invasive Aquatic Species. Ecography 37: 6, 581-590 (2014) ;10.1111/j.1600-0587.2013.00296.x
Literature;Kwak, S. & Huh, S. Species Composition And Distributional Patterns Of Marine Benthic Algae At Intertidal Zone In Masan Bay. Journal Of The Korean Society Of Marine Environment, Safety. 15, 179–186. (2009);
Literature;Li, J., Pang, S., Shan, T., Liu, F. & Gao, S. Zoospore-derived Monoecious Gametophytes In Undaria Pinnatifida (phaeophyceae). Chin. J. Oceanol. Limnol. 32: 2, 365-371 (2013) ;10.1007/s00343-014-3139-x
Literature;Li, S., Qiao, K., Shan, T., Pang, S. & Hou, H. Genetic Diversity And Relationships Of The Brown Alga Undaria Pinnatifida Cultivated Along The Dalian Coast As Revealed By Amplified Fragment Length Polymorphism Markers. J. Appl. Phycol. 25: 4, 1255-1263 (2012) ;10.1007/s10811-012-9922-1
Literature;Mak, W., Hamid, N., Liu, T., Lu, J. & White, W. Fucoidan From New Zealand Undaria Pinnatifida: Monthly Variations And Determination Of Antioxidant Activities. Carbohydr. Polym. 95: 1, 606-614 (2013) ;10.1016/j.carbpol.2013.02.047
Literature;Turley, C., Findlay, H. S.,  Mangi, S.,  Ridgwell, A. & Schimdt, D. N. CO2 and ocean acidification in Marine Climate Change Ecosystem Linkages Report Card 2009. Online science reviews. 25pp (2009);
Literature;Meretta, P., Matula, C. & Casas, G. Occurrence Of The Alien Kelp Undaria Pinnatifida (laminariales, Phaeophyceae) In Mar Del Plata, Argentina. BioInvasions Records 1: 1, 59-63 (2012) ;10.3391ir.2012.1.1.13
Literature;Miller, K. A. & Engle J. M. The Natural History Of Undaria Pinnatifida And Sargassum Filicinum At The California Channel Islands: Non-native Seaweeds With Different Invasion Styles. Proceedings Of The 7th California Islands Symposium, pp. 131–140. (2009);
Literature;Morelissen, B., Dudley, B., Geange, S. & Phillips, N. Gametophyte Reproduction And Development Of Undaria Pinnatifida Under Varied Nutrient And Irradiance Conditions. J. Exp. Mar. Biol. Ecol. 448: 197-206 (2013) ;10.1016/j.jembe.2013.07.009
Literature;Muraoka, D. & Saitoh, K. Identification Of Undaria Pinnatifida And Undaria Undarioides Laminariales, Phaeophyceae Using Mitochondrial 23s Ribosomal Dna Sequences. Fish. Sci. (Tokyo, Jpn.) 71: 6, 1365-1369 (2005) ;10.1111/j.1444-2906.2005.01103.x
Literature;Niu, J., Chen, X., Lu, X., Jiang, S., Lin, H., Liu, Y., Huang, Z., Wang, J., Wang, Y. & Tian, L. Effects Of Different Levels Of Dietary Wakame (undaria Pinnatifida) On Growth, Immunity And Intestinal Structure Of Juvenile Penaeus Monodon. Aquaculture 435: 78-85 (2014) ;10.1016/j.aquaculture.2014.08.013
Literature;Occhipinti-ambrogi, A., Marchini, A., Cantone, G., Castelli, A., Chimenz, C., Cormaci, M., Froglia, C., Furnari, G., Gambi, M., Giaccone, G., Giangrande, A., Gravili, C., Mastrototaro, F., Mazziotti, C., Orsi-relini, L. & Piraino, S. Erratum To: Alien Species Along The Italian Coasts: An Overview. Biol. Invasions 13: 2, 531-532 (2010) ;10.1007/s10530-010-9856-y
Literature;Onitsuka, T., Unuma, T. & Kawamura, T. Effects Of Diet And Temperature On Post-settlement Growth And Survival Of The Short-spined Sea Urchinstrongylocentrotus Intermedius. Aquacult. Res. 45: 1, 1-15 (2012) ;10.1111/j.1365-2109.2012.03198.x
Literature;Park, K., Kim, B., Park, S., Lee, J., Kim, Y., Choi, H. & Nam, K. Morphological And Biochemical Differences In Three Undaria Pinnatifida Populations In Korea. ALGAE 27: 3, 189-196 (2012) ;10.4490/algae.2012.27.3.189
Literature;Peteiro, C. A New Record Of The Introduced Seaweed Undaria Pinnatifida (laminariales, Phaeophyceae) From The Cantabrian Sea (northern Spain) With Comments On Its Establishment. Aquat. Invasions 3: 4, 413-415 (2008) ;10.3391/ai.2008.3.4.6
Literature;Peteiro, C. & Freire, Ó. Outplanting Time And Methodologies Related To Mariculture Of The Edible Kelp Undaria Pinnatifida In The Atlantic Coast Of Spain. J. Appl. Phycol. 24: 6, 1361-1372 (2012) ;10.1007/s10811-012-9788-2
Literature;Primo, C., Hewitt, C. & Campbell, M. Reproductive Phenology Of The Introduced Kelp Undaria Pinnatifida (phaeophyceae, Laminariales) In Port Phillip Bay (victoria, Australia). Biol. Invasions 12: 9, 3081-3092 (2010) ;10.1007/s10530-010-9700-4
